"Table 2. Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC: 2018, 2021 and 2023p",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region/Province/HUC,2018,,,,,,,,,,,2021,,,,,,,,,,,2023p,,,,,,,,,,,Percent Change (2018 to 2021),,,,,,,,,,,Percent Change (2021 to 2023),,,,,,,,,,
,(In thousands),,,,,,,,,,,(In thousands),,,,,,,,,,,(In thousands),,,,,,,,,,,(In percent),,,,,,,,,,,(In percent),,,,,,,,,,
,All Income Groups,1st Decile,2nd Decile,3rd Decile,4th Decile,5th Decile,6th Decile,7th Decile,8th Decile,9th Decile,10th Decile,All Income Groups,1st Decile,2nd Decile,3rd Decile,4th Decile,5th Decile,6th Decile,7th Decile,8th Decile,9th Decile,10th Decile,All Income Groups,1st Decile,2nd Decile,3rd Decile,4th Decile,5th Decile,6th Decile,7th Decile,8th Decile,9th Decile,10th Decile,All Income Groups,1st Decile,2nd Decile,3rd Decile,4th Decile,5th Decile,6th Decile,7th Decile,8th Decile,9th Decile,10th Decile,All Income Groups,1st Decile,2nd Decile,3rd Decile,4th Decile,5th Decile,6th Decile,7th Decile,8th Decile,9th Decile,10th Decile
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isabela City,159.22,110.48,114.75,114.99,124.30,115.64,130.08,131.83,162.84,243.96,342.50,148.57,109.51,114.35,127.25,135.80,132.34,141.23,145.86,138.92,198.74,240.35,224.20,163.02,163.76,173.84,184.63,177.48,181.57,206.13,251.87,299.05,438.26,-6.7,-0.9,-0.4,10.7,9.3,14.4,8.6,10.6,-14.7,-18.5,-29.8,50.9,48.9,43.2,36.6,36.0,34.1,28.6,41.3,81.3,50.5,82.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION X - NORTHERN MINDANAO,174.64,93.76,103.51,109.72,117.64,128.72,142.45,162.46,187.18,250.37,450.58,175.71,84.86,104.02,113.13,123.96,132.27,144.48,166.65,188.66,252.07,446.79,202.58,110.00,128.34,140.41,149.82,160.02,168.92,191.47,216.64,267.10,492.75,0.6,-9.5,0.5,3.1,5.4,2.8,1.4,2.6,0.8,0.7,-0.8,15.3,29.6,23.4,24.1,20.9,21.0,16.9,14.9,14.8,6.0,10.3
Bukidnon,140.82,85.50,93.70,94.58,102.74,108.52,117.93,126.60,154.57,177.60,346.12,148.56,75.14,90.87,97.00,97.20,109.34,126.90,133.65,163.00,205.65,386.12,149.05,99.50,103.62,117.57,120.81,129.41,137.17,147.48,153.81,176.76,304.08,5.5,-12.1,-3.0,2.6,-5.4,0.8,7.6,5.6,5.5,15.8,11.6,0.3,32.4,14.0,21.2,24.3,18.4,8.1,10.4,-5.6,-14.1,-21.3
Camiguin,192.99,107.45,131.82,133.60,137.10,148.04,170.00,204.92,206.09,253.93,436.51,202.04,96.78,123.61,144.76,134.45,150.55,161.81,176.31,210.51,283.09,535.03,225.08,136.77,162.15,153.52,174.06,177.96,181.80,215.48,227.83,325.82,492.70,4.7,-9.9,-6.2,8.4,-1.9,1.7,-4.8,-14.0,2.1,11.5,22.6,11.4,41.3,31.2,6.1,29.5,18.2,12.4,22.2,8.2,15.1,-7.9
Lanao Del Norte (Excluding City of Iligan),135.57,98.10,100.48,106.88,105.42,112.24,114.34,115.11,127.44,161.72,313.94,117.67,74.61,84.27,88.71,92.82,92.78,102.46,108.59,127.53,142.21,262.26,184.18,103.71,115.41,124.75,131.82,147.74,138.30,155.19,181.77,239.90,502.35,-13.2,-24.0,-16.1,-17.0,-12.0,-17.3,-10.4,-5.7,0.1,-12.1,-16.5,56.5,39.0,37.0,40.6,42.0,59.2,35.0,42.9,42.5,68.7,91.5
City of Iligan,198.88,96.09,117.67,130.91,137.93,168.04,168.25,202.01,228.15,288.18,451.41,187.01,98.63,117.73,128.15,140.20,144.68,173.56,195.00,211.13,260.41,399.90,264.06,120.23,169.28,164.76,187.31,192.67,235.04,255.95,291.20,373.81,649.00,-6.0,2.7,0.1,-2.1,1.6,-13.9,3.2,-3.5,-7.5,-9.6,-11.4,41.2,21.9,43.8,28.6,33.6,33.2,35.4,31.3,37.9,43.6,62.3
Misamis Occidental,175.56,100.13,109.71,119.99,121.63,128.88,145.27,148.09,183.72,258.20,440.20,209.00,116.60,137.74,144.09,167.31,153.29,161.91,176.65,208.97,283.57,539.36,243.39,118.85,151.42,150.62,166.33,180.74,187.94,199.91,242.86,347.50,686.73,19.1,16.4,25.6,20.1,37.6,18.9,11.5,19.3,13.7,9.8,22.5,16.5,1.9,9.9,4.5,-0.6,17.9,16.1,13.2,16.2,22.6,27.3
Misamis Oriental (Excluding City of Cagayan de Oro),167.86,90.12,102.45,110.67,121.79,133.00,144.72,168.50,177.21,224.27,406.41,165.34,89.59,107.50,114.17,123.00,132.35,139.61,157.05,170.64,216.79,402.24,193.42,123.17,135.78,145.05,146.56,163.67,162.19,181.18,200.85,260.01,414.68,-1.5,-0.6,4.9,3.2,1.0,-0.5,-3.5,-6.8,-3.7,-3.3,-1.0,17.0,37.5,26.3,27.1,19.2,23.7,16.2,15.4,17.7,19.9,3.1
City of Cagayan de Oro,261.92,116.17,140.83,159.68,173.44,202.05,220.60,255.43,299.50,388.91,661.77,251.95,129.46,142.74,155.31,171.70,203.36,219.97,267.19,286.75,363.10,579.16,264.37,154.92,171.35,189.83,196.00,215.31,255.16,252.79,280.68,328.97,596.59,-3.8,11.4,1.4,-2.7,-1.0,0.7,-0.3,4.6,-4.3,-6.6,-12.5,4.9,19.7,20.1,22.2,14.2,5.9,16.0,-5.4,-2.1,-9.4,3.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION XI - DAVAO REGION,191.62,100.72,117.52,130.32,139.27,157.01,168.91,189.78,217.04,271.48,419.14,183.89,93.33,114.75,126.25,133.81,146.91,158.47,173.94,204.15,253.86,433.27,204.33,111.06,133.19,141.79,154.08,167.95,178.66,197.43,226.22,279.77,452.90,-4.0,-7.3,-2.4,-3.1,-3.9,-6.4,-6.2,-8.4,-5.9,-6.5,3.4,11.1,19.0,16.1,12.3,15.2,14.3,12.7,13.5,10.8,10.2,4.5
Davao Del Norte,187.81,113.54,140.34,143.42,162.17,158.42,173.65,180.75,211.52,221.81,371.99,180.39,104.93,128.75,135.70,143.31,156.54,155.33,177.30,185.68,226.77,389.21,219.45,136.05,162.74,172.73,193.35,196.62,198.72,224.37,238.39,268.85,401.86,-4.0,-7.6,-8.3,-5.4,-11.6,-1.2,-10.6,-1.9,-12.2,2.2,4.6,21.7,29.7,26.4,27.3,34.9,25.6,27.9,26.6,28.4,18.6,3.3
Davao Del Sur (Excluding City of Davao),156.63,93.99,105.56,115.88,111.09,132.30,132.01,148.05,160.53,202.18,364.75,163.75,86.00,105.04,115.67,125.48,131.48,140.70,152.10,161.88,207.01,411.70,186.72,112.32,130.96,138.94,137.28,155.77,164.70,172.39,184.90,244.43,424.96,4.5,-8.5,-0.5,-0.2,13.0,-0.6,6.6,2.7,0.8,2.4,12.9,14.0,30.6,24.7,20.1,9.4,18.5,17.1,13.3,14.2,18.1,3.2
City of Davao,251.07,130.28,160.45,190.54,193.50,213.66,236.33,252.97,292.96,341.00,499.19,228.96,119.70,142.24,156.89,168.16,181.88,196.84,231.27,270.24,294.48,526.99,238.47,104.32,134.43,158.45,187.31,199.25,217.58,239.57,288.25,305.37,548.82,-8.8,-8.1,-11.4,-17.7,-13.1,-14.9,-16.7,-8.6,-7.8,-13.6,5.6,4.2,-12.9,-5.5,1.0,11.4,9.6,10.5,3.6,6.7,3.7,4.1
Davao Oriental,152.77,107.27,111.93,121.33,119.82,118.85,124.29,132.40,149.49,198.19,344.37,148.52,102.06,118.25,119.56,117.98,115.70,128.18,130.30,145.92,173.90,333.03,157.72,124.02,124.94,133.70,128.94,138.62,132.77,141.79,157.18,181.72,312.94,-2.8,-4.9,5.7,-1.5,-1.5,-2.7,3.1,-1.6,-2.4,-12.3,-3.3,6.2,21.5,5.7,11.8,9.3,19.8,3.6,8.8,7.7,4.5,-6.0
Davao De Oro,142.86,93.04,105.19,108.66,117.27,119.98,139.72,140.90,153.67,165.86,284.17,138.46,87.33,95.37,109.29,110.09,123.28,134.73,137.48,135.81,182.25,267.57,164.95,112.81,121.20,130.62,133.72,139.89,137.89,141.67,165.95,197.64,367.49,-3.1,-6.1,-9.3,0.6,-6.1,2.8,-3.6,-2.4,-11.6,9.9,-5.8,19.1,29.2,27.1,19.5,21.5,13.5,2.3,3.1,22.2,8.5,37.3
Davao Occidental,115.84,80.87,90.37,84.49,96.78,100.02,98.61,110.54,108.52,135.94,240.73,126.44,67.09,80.28,90.21,101.89,102.85,108.51,117.41,123.14,158.89,313.07,150.45,94.58,112.20,114.23,118.92,131.12,136.23,136.18,138.59,178.88,342.87,9.2,-17.0,-11.2,6.8,5.3,2.8,10.0,6.2,13.5,16.9,30.1,19.0,41.0,39.8,26.6,16.7,27.5,25.6,16.0,12.5,12.6,9.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION XII - SOCCSKSARGEN1/,181.32,94.14,117.19,131.95,135.13,153.58,166.22,174.05,200.86,245.33,394.58,173.43,87.96,100.36,113.85,124.81,133.44,146.15,163.00,196.77,234.74,432.84,202.34,111.93,128.88,140.74,150.30,162.24,173.90,195.32,222.02,250.80,478.26,-4.4,-6.6,-14.4,-13.7,-7.6,-13.1,-12.1,-6.4,-2.0,-4.3,9.7,16.7,27.3,28.4,23.6,20.4,21.6,19.0,19.8,12.8,6.8,10.5
Cotabato (North Cotabato),174.49,98.14,116.17,135.47,132.25,150.91,162.71,165.78,191.72,233.34,358.43,170.08,99.27,107.73,114.57,126.84,132.68,142.55,159.08,195.62,229.15,391.90,212.82,124.21,144.25,144.02,164.89,166.70,173.77,206.17,230.48,263.97,507.89,-2.5,1.2,-7.3,-15.4,-4.1,-12.1,-12.4,-4.0,2.0,-1.8,9.3,25.1,25.1,33.9,25.7,30.0,25.6,21.9,29.6,17.8,15.2,29.6
South Cotabato (Excluding City of General Santos),204.08,104.78,124.12,139.20,159.72,161.79,185.86,192.61,223.28,281.71,467.76,193.41,78.85,100.74,120.81,131.63,148.00,172.93,196.85,200.08,274.36,508.47,199.32,106.26,123.50,139.52,152.00,164.71,173.73,186.33,221.10,245.23,478.79,-5.2,-24.8,-18.8,-13.2,-17.6,-8.5,-7.0,2.2,-10.4,-2.6,8.7,3.1,34.8,22.6,15.5,15.5,11.3,0.5,-5.3,10.5,-10.6,-5.8
City of General Santos (Dadiangas),231.36,130.03,156.90,173.14,192.34,194.72,203.27,219.24,259.87,320.30,464.07,203.15,105.98,125.80,132.90,147.59,161.00,182.33,192.48,214.77,281.95,485.19,243.59,142.35,161.03,183.74,176.42,202.78,218.49,248.29,258.99,329.53,512.37,-12.2,-18.5,-19.8,-23.2,-23.3,-17.3,-10.3,-12.2,-17.4,-12.0,4.6,19.9,34.3,28.0,38.3,19.5,26.0,19.8,29.0,20.6,16.9,5.6
Sultan Kudarat,156.02,101.65,118.53,122.94,127.35,121.24,148.05,145.28,164.48,204.40,306.38,153.79,83.77,92.19,102.62,119.68,121.40,124.32,139.00,163.98,229.88,360.52,182.20,103.15,119.02,127.59,137.37,138.10,147.88,163.99,195.91,224.08,463.85,-1.4,-17.6,-22.2,-16.5,-6.0,0.1,-16.0,-4.3,-0.3,12.5,17.7,18.5,23.1,29.1,24.3,14.8,13.8,19.0,18.0,19.5,-2.5,28.7
Sarangani,136.62,70.19,84.35,97.56,108.97,114.89,128.89,137.38,152.13,173.36,298.88,138.83,77.00,84.95,98.22,105.30,114.90,115.69,130.58,138.33,165.15,357.77,162.31,98.03,115.03,121.59,130.81,139.47,140.48,150.24,173.28,224.12,329.43,1.6,9.7,0.7,0.7,-3.4,0.0,-10.2,-5.0,-9.1,-4.7,19.7,16.9,27.3,35.4,23.8,24.2,21.4,21.4,15.1,25.3,35.7,-7.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARAGA,186.80,100.45,116.53,126.49,133.91,140.46,149.38,167.24,189.34,240.22,504.17,198.20,98.97,116.27,122.98,132.96,144.54,159.65,175.47,201.58,280.28,548.88,213.12,124.67,142.99,153.18,164.92,173.82,182.72,194.34,223.54,274.68,495.89,6.1,-1.5,-0.2,-2.8,-0.7,2.9,6.9,4.9,6.5,16.7,8.9,7.5,26.0,23.0,24.6,24.0,20.3,14.5,10.8,10.9,-2.0,-9.7
Agusan Del Norte (Excluding City of Butuan),164.30,94.04,111.24,118.63,120.54,124.81,147.11,149.92,181.80,204.30,391.22,192.73,95.15,116.50,128.20,129.37,142.07,156.25,185.52,193.68,272.02,507.65,209.88,119.51,141.46,145.95,169.38,182.32,184.88,214.17,222.22,279.11,438.56,17.3,1.2,4.7,8.1,7.3,13.8,6.2,23.7,6.5,33.2,29.8,8.9,25.6,21.4,13.8,30.9,28.3,18.3,15.5,14.7,2.6,-13.6
City of Butuan,231.83,107.25,121.00,146.48,155.10,163.96,199.43,213.26,257.60,338.25,616.33,252.91,102.34,122.66,137.54,154.74,184.70,210.08,232.81,270.06,404.04,709.30,283.33,124.96,155.60,185.69,198.00,210.19,224.13,281.01,355.25,415.39,681.65,9.1,-4.6,1.4,-6.1,-0.2,12.7,5.3,9.2,4.8,19.5,15.1,12.0,22.1,26.9,35.0,28.0,13.8,6.7,20.7,31.5,2.8,-3.9
Agusan Del Sur,174.22,93.49,107.18,114.07,119.68,134.21,136.89,147.78,165.17,217.55,506.79,191.47,99.58,116.58,116.16,130.42,139.03,155.52,170.26,189.95,240.74,555.49,198.15,118.67,135.96,144.31,149.24,159.98,168.08,185.42,189.47,245.29,483.61,9.9,6.5,8.8,1.8,9.0,3.6,13.6,15.2,15.0,10.7,9.6,3.5,19.2,16.6,24.2,14.4,15.1,8.1,8.9,-0.3,1.9,-12.9
Surigao Del Norte,204.03,113.61,138.81,136.42,146.05,165.08,161.24,185.89,206.66,251.21,536.14,194.66,105.69,116.63,128.58,136.44,148.01,156.06,165.93,203.20,276.55,507.08,208.97,120.05,133.95,157.62,154.17,175.31,168.51,192.47,213.34,281.17,492.60,-4.6,-7.0,-16.0,-5.8,-6.6,-10.3,-3.2,-10.7,-1.7,10.1,-5.4,7.4,13.6,14.9,22.6,13.0,18.5,8.0,16.0,5.0,1.7,-2.9
Surigao Del Sur,180.87,105.98,118.16,133.81,126.64,133.70,151.24,156.23,179.16,222.76,480.07,189.66,100.14,115.97,119.02,135.69,143.94,147.78,162.31,190.02,269.99,510.12,202.66,148.54,154.06,164.23,172.99,180.02,180.18,196.20,201.05,236.43,392.18,4.9,-5.5,-1.9,-11.1,7.2,7.7,-2.3,3.9,6.1,21.2,6.3,6.9,48.3,32.8,38.0,27.5,25.1,21.9,20.9,5.8,-12.4,-23.1
Dinagat Islands,153.23,98.33,120.81,119.41,127.28,121.36,134.39,126.80,138.42,184.04,361.32,149.69,74.24,94.22,86.20,105.62,108.68,121.46,141.65,155.89,193.14,413.74,170.62,101.74,115.73,124.45,131.05,128.81,155.36,161.86,172.62,210.82,401.19,-2.3,-24.5,-22.0,-27.8,-17.0,-10.5,-9.6,11.7,12.6,4.9,14.5,14.0,37.1,22.8,44.4,24.1,18.5,27.9,14.3,10.7,9.2,-3.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BARMM - BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (includes the 63 barangays from Cotabato for 2023)2/,131.21,113.99,119.45,116.80,118.33,120.52,121.34,122.11,126.53,140.79,212.18,153.32,101.58,115.35,129.16,143.30,150.13,154.18,162.23,160.53,167.44,249.16,168.91,134.81,143.32,159.19,161.20,166.49,166.60,164.25,171.64,180.06,243.65,16.9,-10.9,-3.4,10.6,21.1,24.6,27.1,32.9,26.9,18.9,17.4,10.2,32.7,24.3,23.3,12.5,10.9,8.1,1.3,6.9,7.5,-2.2
Basilan,123.67,102.56,105.19,104.53,115.38,110.85,109.13,118.23,116.62,140.74,213.69,120.88,88.32,93.85,97.18,99.98,105.82,111.94,108.68,113.99,131.82,256.56,155.02,143.02,138.08,144.03,155.68,143.70,152.37,140.58,146.21,159.93,226.48,-2.3,-13.9,-10.8,-7.0,-13.4,-4.5,2.6,-8.1,-2.3,-6.3,20.1,28.3,61.9,47.1,48.2,55.7,35.8,36.1,29.4,28.3,21.3,-11.7
Lanao Del Sur,132.61,111.35,118.43,121.54,116.93,120.76,126.80,125.42,123.77,138.34,222.66,216.99,217.04,227.24,214.20,211.14,214.56,214.37,202.38,201.56,199.24,268.14,217.11,205.66,211.04,204.47,204.32,205.36,195.39,192.01,201.41,211.45,339.92,63.6,94.9,91.9,76.2,80.6,77.7,69.1,61.4,62.9,44.0,20.4,0.1,-5.2,-7.1,-4.5,-3.2,-4.3,-8.9,-5.1,-0.1,6.1,26.8
Maguindanao ,142.11,118.58,128.35,127.89,127.16,137.74,140.59,138.31,134.52,152.29,215.80,136.76,101.42,112.49,113.01,119.85,127.98,129.40,137.73,136.44,147.82,240.81,151.45,135.14,140.20,138.86,143.30,147.36,147.98,147.61,149.58,156.62,207.60,-3.8,-14.5,-12.4,-11.6,-5.8,-7.1,-8.0,-0.4,1.4,-2.9,11.6,10.7,33.3,24.6,22.9,19.6,15.1,14.4,7.2,9.6,6.0,-13.8
Maguindanao del Norte,,,,,,,,,,,,,,,,,,,,,,,147.48,134.34,139.45,139.34,142.55,147.89,142.32,146.86,146.39,148.69,186.80,,,,,,,,,,,,,,,,,,,,,,
Maguindanao del Sur,,,,,,,,,,,,,,,,,,,,,,,155.91,136.05,141.04,138.33,144.14,146.76,154.38,148.46,153.15,165.53,231.10,,,,,,,,,,,,,,,,,,,,,,
Sulu,108.56,119.60,116.13,111.44,109.87,109.75,105.93,101.10,100.66,98.36,112.65,115.17,98.56,115.34,113.77,117.26,113.82,115.63,111.51,110.44,114.89,140.31,159.94,139.68,149.11,147.53,147.53,149.75,140.53,161.68,162.69,178.85,221.69,6.1,-17.6,-0.7,2.1,6.7,3.7,9.2,10.3,9.7,16.8,24.6,38.9,41.7,29.3,29.7,25.8,31.6,21.5,45.0,47.3,55.7,58.0
Tawi-Tawi,107.38,112.53,104.43,98.04,100.79,97.17,96.99,96.90,102.36,117.41,147.15,125.60,100.01,111.23,109.40,114.59,119.00,120.71,120.87,132.30,137.53,189.88,122.67,101.46,108.50,115.65,118.82,123.63,126.15,125.48,130.06,133.66,142.99,17.0,-11.1,6.5,11.6,13.7,22.5,24.5,24.7,29.3,17.1,29.0,-2.3,1.4,-2.5,5.7,3.7,3.9,4.5,3.8,-1.7,-2.8,-24.7
Cotabato City,180.84,140.09,139.76,152.30,153.30,145.83,157.16,165.88,197.20,231.56,325.98,191.76,128.86,136.52,141.26,159.20,166.82,168.29,169.74,194.56,224.98,426.76,215.23,172.03,184.50,186.44,184.98,188.88,201.26,200.97,230.82,240.50,360.65,6.0,-8.0,-2.3,-7.3,3.9,14.4,7.1,2.3,-1.3,-2.8,30.9,12.2,33.5,35.2,32.0,16.2,13.2,19.6,18.4,18.6,6.9,-15.5
"Source: Family Income and Expenditure Survey, Philippine Statistics Authority",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p - Estimates are preliminary and may change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1/ The 2018 and 2021 estimates still include the 63 barangays from North Cotabato. Meanwhile, in 2023, these are part of BARMM already. Hence, estimates for 2018 and 2021, and 2023 for Region XII are not comparable.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2/ The 2018 and 2021 estimates exclude the 63 barangays from North Cotabato, which are now part of BARMM in 2023. Hence, estimates for 2018 and 2021, and 2023 for BARMM are not comparable.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
