"Table 3. Total Annual Family Income, by Per Capita Income Decile and by Region, Province and HUC: 2018, 2021 and 2023p",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region/Province/HUC,2018,,,,,,,,,,,2021,,,,,,,,,,,2023p,,,,,,,,,,,Percent Change (2018 to 2021),,,,,,,,,,,Percent Change (2021 to 2023),,,,,,,,,,
,(In millions),,,,,,,,,,,(In millions),,,,,,,,,,,(In millions),,,,,,,,,,,(In percent),,,,,,,,,,,(In percent),,,,,,,,,,
,All Income Groups,1st Decile,2nd Decile,3rd Decile,4th Decile,5th Decile,6th Decile,7th Decile,8th Decile,9th Decile,10th Decile,All Income Groups,1st Decile,2nd Decile,3rd Decile,4th Decile,5th Decile,6th Decile,7th Decile,8th Decile,9th Decile,10th Decile,All Income Groups,1st Decile,2nd Decile,3rd Decile,4th Decile,5th Decile,6th Decile,7th Decile,8th Decile,9th Decile,10th Decile,All Income Groups,1st Decile,2nd Decile,3rd Decile,4th Decile,5th Decile,6th Decile,7th Decile,8th Decile,9th Decile,10th Decile,All Income Groups,1st Decile,2nd Decile,3rd Decile,4th Decile,5th Decile,6th Decile,7th Decile,8th Decile,9th Decile,10th Decile
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Occidental Mindoro," 29,226.21 "," 1,003.57 "," 1,470.28 "," 1,544.07 "," 1,769.82 "," 1,873.36 "," 1,993.36 "," 2,395.74 "," 2,769.89 "," 4,133.10 "," 10,273.03 "," 31,183.79 "," 1,156.16 "," 1,546.83 "," 1,777.86 "," 1,925.43 "," 2,124.86 "," 2,593.24 "," 2,708.07 "," 3,502.41 "," 4,642.68 "," 9,206.25 "," 35,510.45 "," 1,282.25 "," 1,792.72 "," 2,136.87 "," 2,223.39 "," 2,465.67 "," 2,541.57 "," 2,926.43 "," 3,707.63 "," 4,936.32 "," 11,497.60 ",6.7,15.2,5.2,15.1,8.8,13.4,30.1,13.0,26.5,12.3,-10.4,13.9,10.9,15.9,20.2,15.5,16.0,-2.0,8.1,5.9,6.3,24.9
Oriental Mindoro," 59,707.97 "," 2,568.51 "," 3,175.03 "," 3,330.90 "," 3,855.74 "," 4,063.63 "," 4,259.81 "," 5,139.45 "," 5,986.94 "," 7,939.16 "," 19,388.80 "," 60,870.13 "," 2,194.80 "," 2,990.86 "," 3,519.62 "," 3,678.67 "," 4,494.15 "," 4,774.36 "," 5,599.73 "," 6,613.13 "," 9,094.49 "," 17,910.32 "," 58,399.02 "," 2,635.60 "," 3,563.22 "," 3,824.55 "," 4,266.93 "," 4,977.62 "," 4,720.80 "," 5,681.65 "," 5,999.17 "," 7,262.11 "," 15,467.38 ",2.0,-14.6,-5.8,5.7,-4.6,10.6,12.1,9.0,10.5,14.6,-7.6,-4.1,20.1,19.1,8.7,16.0,10.8,-1.1,1.5,-9.3,-20.2,-13.6
Palawan (Excluding City of Puerto Princesa)," 46,531.88 "," 2,606.68 "," 3,156.81 "," 3,286.80 "," 3,518.69 "," 3,753.10 "," 4,073.14 "," 4,471.01 "," 5,162.36 "," 5,787.66 "," 10,715.63 "," 55,649.38 "," 2,677.85 "," 3,257.37 "," 3,617.33 "," 3,730.70 "," 4,180.80 "," 4,457.98 "," 4,796.90 "," 5,408.29 "," 6,062.96 "," 17,459.20 "," 60,934.49 "," 2,785.83 "," 3,441.07 "," 3,764.22 "," 3,975.54 "," 4,018.95 "," 4,224.82 "," 5,711.30 "," 5,884.27 "," 7,633.99 "," 19,494.50 ",19.6,2.7,3.2,10.1,6.0,11.4,9.5,7.3,4.8,4.8,62.9,9.5,4.0,5.6,4.1,6.6,-3.9,-5.2,19.1,8.8,25.9,11.7
City of Puerto Princesa," 24,127.15 "," 1,083.50 "," 1,348.35 "," 1,411.83 "," 1,581.68 "," 1,905.09 "," 2,031.41 "," 2,426.09 "," 2,956.20 "," 3,235.32 "," 6,147.67 "," 24,099.61 "," 1,041.91 "," 1,243.00 "," 1,405.43 "," 1,598.15 "," 1,760.56 "," 1,787.63 "," 2,129.83 "," 2,849.55 "," 3,706.53 "," 6,577.01 "," 28,838.32 "," 1,383.33 "," 1,616.29 "," 1,845.47 "," 2,001.27 "," 2,128.76 "," 2,429.28 "," 2,595.03 "," 3,284.68 "," 4,247.22 "," 7,307.01 ",-0.1,-3.8,-7.8,-0.5,1.0,-7.6,-12.0,-12.2,-3.6,14.6,7.0,19.7,32.8,30.0,31.3,25.2,20.9,35.9,21.8,15.3,14.6,11.1
Romblon," 16,161.67 ", 759.53 , 862.84 , 912.12 , 941.70 , 993.73 ," 1,073.69 "," 1,226.20 "," 1,280.36 "," 1,844.49 "," 6,267.00 "," 15,769.27 ", 760.80 , 863.82 , 954.35 ," 1,009.11 "," 1,029.53 "," 1,208.30 "," 1,200.34 "," 1,419.55 "," 2,130.65 "," 5,192.82 "," 18,705.10 "," 1,062.99 "," 1,182.42 "," 1,228.43 "," 1,170.53 "," 1,291.27 "," 1,298.11 "," 1,381.93 "," 1,698.78 "," 2,425.79 "," 5,964.86 ",-2.4,0.2,0.1,4.6,7.2,3.6,12.5,-2.1,10.9,15.5,-17.1,18.6,39.7,36.9,28.7,16.0,25.4,7.4,15.1,19.7,13.9,14.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION V - BICOL REGION," 300,778.00 "," 14,024.51 "," 17,127.95 "," 18,200.12 "," 19,532.08 "," 21,659.59 "," 23,875.50 "," 26,087.22 "," 30,017.84 "," 42,474.87 "," 87,778.32 "," 337,218.04 "," 15,067.39 "," 18,571.89 "," 21,221.44 "," 21,718.12 "," 23,919.28 "," 26,158.77 "," 28,810.50 "," 34,927.32 "," 48,117.12 "," 98,706.21 "," 394,959.39 "," 19,534.18 "," 22,657.18 "," 24,717.79 "," 27,198.52 "," 28,004.80 "," 30,604.25 "," 33,484.69 "," 39,621.97 "," 53,726.09 "," 115,409.91 ",12.1,7.4,8.4,16.6,11.2,10.4,9.6,10.4,16.4,13.3,12.5,17.1,29.7,22.0,16.5,25.2,17.1,17.0,16.2,13.4,11.7,16.9
Albay," 74,077.26 "," 3,545.11 "," 3,975.40 "," 4,208.32 "," 4,973.94 "," 5,542.31 "," 5,723.40 "," 6,127.21 "," 7,748.60 "," 11,527.50 "," 20,705.47 "," 88,994.16 "," 3,655.57 "," 4,398.69 "," 5,355.14 "," 5,773.14 "," 6,043.80 "," 7,143.79 "," 7,547.84 "," 9,237.68 "," 13,883.77 "," 25,954.73 "," 90,854.58 "," 4,695.71 "," 5,731.11 "," 6,181.01 "," 6,219.26 "," 7,071.64 "," 7,232.62 "," 8,083.39 "," 9,629.04 "," 12,976.74 "," 23,034.05 ",20.1,3.1,10.7,27.3,16.1,9.1,24.8,23.2,19.2,20.4,25.4,2.1,28.5,30.3,15.4,7.7,17.0,1.2,7.1,4.2,-6.5,-11.3
Camarines Norte," 29,098.00 "," 1,485.90 "," 1,763.19 "," 1,985.51 "," 1,991.57 "," 2,168.44 "," 2,292.15 "," 2,591.59 "," 2,997.47 "," 4,145.37 "," 7,676.80 "," 39,512.56 "," 1,696.38 "," 2,185.84 "," 2,388.75 "," 2,471.63 "," 2,981.99 "," 3,007.90 "," 3,535.69 "," 3,883.88 "," 5,517.71 "," 11,842.79 "," 43,502.69 "," 2,325.98 "," 2,736.75 "," 3,017.25 "," 3,034.99 "," 3,258.95 "," 3,397.66 "," 3,888.86 "," 3,962.85 "," 5,347.36 "," 12,532.05 ",35.8,14.2,24.0,20.3,24.1,37.5,31.2,36.4,29.6,33.1,54.3,10.1,37.1,25.2,26.3,22.8,9.3,13.0,10.0,2.0,-3.1,5.8
Camarines Sur," 105,284.33 "," 4,648.54 "," 6,015.82 "," 6,125.71 "," 6,854.30 "," 7,323.97 "," 8,328.90 "," 9,560.86 "," 10,432.80 "," 14,366.95 "," 31,626.48 "," 105,951.90 "," 4,777.79 "," 5,771.25 "," 6,691.38 "," 7,099.50 "," 7,409.46 "," 8,613.83 "," 9,032.67 "," 11,639.53 "," 15,147.77 "," 29,768.71 "," 145,585.47 "," 6,092.01 "," 7,331.68 "," 8,224.60 "," 9,324.31 "," 9,503.83 "," 11,101.21 "," 11,916.27 "," 15,260.58 "," 23,423.04 "," 43,407.93 ",0.6,2.8,-4.1,9.2,3.6,1.2,3.4,-5.5,11.6,5.4,-5.9,37.4,27.5,27.0,22.9,31.3,28.3,28.9,31.9,31.1,54.6,45.8
Catanduanes," 14,302.16 ", 687.97 , 796.71 , 942.96 , 948.30 ," 1,084.23 "," 1,213.03 "," 1,197.87 "," 1,494.87 "," 2,097.57 "," 3,838.65 "," 17,247.96 ", 760.24 , 943.13 , 990.09 ," 1,066.72 "," 1,170.15 "," 1,311.62 "," 1,444.56 "," 1,773.73 "," 2,553.62 "," 5,234.10 "," 17,194.94 ", 782.17 , 882.69 ," 1,014.33 "," 1,093.29 "," 1,150.52 "," 1,238.37 "," 1,363.97 "," 1,768.24 "," 2,468.26 "," 5,433.10 ",20.6,10.5,18.4,5.0,12.5,7.9,8.1,20.6,18.7,21.7,36.4,-0.3,2.9,-6.4,2.5,2.5,-1.7,-5.6,-5.6,-0.3,-3.3,3.8
Masbate," 37,263.97 "," 1,929.56 "," 2,195.87 "," 2,411.12 "," 2,461.66 "," 2,755.70 "," 2,733.41 "," 3,038.58 "," 3,482.00 "," 4,970.53 "," 11,285.53 "," 43,587.47 "," 2,251.77 "," 2,609.04 "," 2,891.32 "," 2,993.11 "," 3,154.52 "," 3,360.93 "," 3,669.26 "," 3,695.36 "," 5,503.62 "," 13,458.54 "," 52,754.29 "," 3,041.94 "," 3,363.54 "," 3,418.88 "," 3,928.53 "," 4,144.12 "," 4,683.39 "," 4,413.19 "," 4,970.94 "," 6,190.75 "," 14,599.00 ",17.0,16.7,18.8,19.9,21.6,14.5,23.0,20.8,6.1,10.7,19.3,21.0,35.1,28.9,18.3,31.3,31.4,39.4,20.3,34.5,12.5,8.5
Sorsogon," 40,752.28 "," 2,058.37 "," 2,498.62 "," 2,683.78 "," 2,880.68 "," 3,130.41 "," 3,262.08 "," 3,234.11 "," 4,106.79 "," 5,252.87 "," 11,644.56 "," 41,923.99 "," 2,185.60 "," 2,693.86 "," 2,834.91 "," 3,010.98 "," 3,095.48 "," 3,409.42 "," 3,600.09 "," 3,912.20 "," 5,353.05 "," 11,828.39 "," 45,067.41 "," 2,684.63 "," 2,923.80 "," 3,093.17 "," 3,175.55 "," 3,464.25 "," 3,549.50 "," 3,661.62 "," 4,185.94 "," 5,705.35 "," 12,623.60 ",2.9,6.2,7.8,5.6,4.5,-1.1,4.5,11.3,-4.7,1.9,1.6,7.5,22.8,8.5,9.1,5.5,11.9,4.1,1.7,7.0,6.6,6.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION VI - WESTERN VISAYAS," 308,013.53 "," 13,816.31 "," 16,046.06 "," 17,861.94 "," 18,959.54 "," 20,941.59 "," 22,246.93 "," 26,086.46 "," 33,154.74 "," 45,240.64 "," 93,659.31 "," 339,848.92 "," 13,536.22 "," 17,075.64 "," 18,648.45 "," 20,091.68 "," 22,002.47 "," 25,943.48 "," 28,840.66 "," 35,762.86 "," 51,651.82 "," 106,295.64 "," 387,743.11 "," 18,127.64 "," 20,974.40 "," 24,180.95 "," 26,980.84 "," 29,260.73 "," 31,051.22 "," 35,641.14 "," 40,625.57 "," 56,346.76 "," 104,553.86 ",10.34,-2.03,6.42,4.40,5.97,5.07,16.62,10.56,7.87,14.17,13.49,14.09,33.92,22.83,29.67,34.29,32.99,19.69,23.58,13.60,9.09,-1.64
Aklan," 39,037.74 "," 1,807.77 "," 2,169.57 "," 2,458.08 "," 2,626.46 "," 2,684.68 "," 2,835.68 "," 3,216.80 "," 3,959.54 "," 5,272.25 "," 12,006.91 "," 43,355.14 "," 1,827.73 "," 2,135.82 "," 2,469.14 "," 2,661.74 "," 2,921.08 "," 3,091.04 "," 3,450.76 "," 4,183.11 "," 6,232.78 "," 14,381.94 "," 52,940.29 "," 2,822.02 "," 3,168.80 "," 3,550.99 "," 3,977.28 "," 4,176.18 "," 4,312.31 "," 4,606.31 "," 5,410.07 "," 7,834.68 "," 13,081.65 ",11.1,1.1,-1.6,0.5,1.3,8.8,9.0,7.3,5.7,18.2,19.8,22.1,54.4,48.4,43.8,49.4,43.0,39.5,33.5,29.3,25.7,-9.0
Antique," 33,637.29 "," 1,669.34 "," 1,905.69 "," 1,982.71 "," 2,289.99 "," 2,424.09 "," 2,613.32 "," 2,798.87 "," 3,961.16 "," 4,318.77 "," 9,673.35 "," 38,872.05 "," 1,404.29 "," 1,825.85 "," 2,076.21 "," 2,311.60 "," 2,835.17 "," 2,971.82 "," 3,244.40 "," 4,323.71 "," 5,810.52 "," 12,068.48 "," 46,334.86 "," 2,052.07 "," 2,482.52 "," 2,785.94 "," 2,988.64 "," 3,437.03 "," 3,388.03 "," 4,338.42 "," 4,393.93 "," 7,134.81 "," 13,333.49 ",15.6,-15.9,-4.2,4.7,0.9,17.0,13.7,15.9,9.2,34.5,24.8,19.2,46.1,36.0,34.2,29.3,21.2,14.0,33.7,1.6,22.8,10.5
Capiz," 44,951.80 "," 2,651.39 "," 2,882.34 "," 3,125.13 "," 3,307.13 "," 3,518.51 "," 3,655.66 "," 4,017.89 "," 4,336.97 "," 5,501.76 "," 11,955.02 "," 51,242.18 "," 3,057.58 "," 3,648.90 "," 3,529.60 "," 3,906.50 "," 3,992.22 "," 4,252.90 "," 4,646.84 "," 5,014.73 "," 6,194.56 "," 12,998.35 "," 58,160.17 "," 3,137.28 "," 3,744.59 "," 4,254.27 "," 4,759.71 "," 4,503.67 "," 5,150.22 "," 5,226.59 "," 6,316.73 "," 7,358.11 "," 13,709.00 ",14.0,15.3,26.6,12.9,18.1,13.5,16.3,15.7,15.6,12.6,8.7,13.5,2.6,2.6,20.5,21.8,12.8,21.1,12.5,26.0,18.8,5.5
Iloilo (Excluding City of Iloilo)," 134,495.07 "," 5,895.71 "," 6,770.88 "," 7,124.43 "," 8,132.89 "," 8,495.48 "," 9,531.34 "," 11,367.09 "," 14,801.35 "," 21,423.98 "," 40,951.91 "," 150,225.52 "," 5,716.81 "," 7,312.75 "," 7,655.97 "," 7,740.00 "," 8,778.11 "," 11,245.46 "," 12,918.66 "," 16,941.14 "," 25,416.23 "," 46,500.39 "," 168,660.15 "," 7,766.69 "," 8,808.02 "," 9,971.79 "," 11,182.56 "," 12,488.69 "," 13,690.74 "," 15,025.71 "," 17,735.13 "," 24,106.35 "," 47,884.47 ",11.7,-3.0,8.0,7.5,-4.8,3.3,18.0,13.7,14.5,18.6,13.6,12.3,35.9,20.5,30.3,44.5,42.3,21.7,16.3,4.7,-5.2,3.0
City of Iloilo," 44,496.21 "," 1,903.43 "," 2,114.28 "," 2,538.44 "," 2,736.65 "," 2,962.80 "," 3,688.06 "," 3,991.55 "," 4,727.84 "," 6,419.50 "," 13,413.65 "," 44,791.84 "," 1,699.84 "," 2,105.60 "," 2,682.14 "," 2,781.05 "," 3,062.63 "," 3,295.54 "," 4,143.92 "," 4,934.66 "," 5,883.19 "," 14,203.25 "," 48,221.07 "," 2,222.99 "," 2,624.34 "," 3,138.10 "," 3,759.56 "," 3,965.44 "," 3,765.15 "," 4,777.84 "," 5,099.52 "," 6,946.12 "," 11,922.01 ",0.7,-10.7,-0.4,5.7,1.6,3.4,-10.6,3.8,4.4,-8.4,5.9,7.7,30.8,24.6,17.0,35.2,29.5,14.3,15.3,3.3,18.1,-16.1
Guimaras," 11,395.42 ", 573.54 , 755.54 , 730.83 , 796.32 , 856.35 , 896.22 , 931.43 ," 1,067.26 "," 1,365.82 "," 3,422.11 "," 11,362.19 ", 596.38 , 747.77 , 727.75 , 792.30 , 823.33 , 795.26 ," 1,059.17 "," 1,136.80 "," 1,340.16 "," 3,343.26 "," 13,426.57 ", 887.04 , 985.36 ," 1,028.39 "," 1,086.87 "," 1,045.64 "," 1,082.94 "," 1,240.10 "," 1,267.97 "," 1,878.86 "," 2,923.41 ",-0.3,4.0,-1.0,-0.4,-0.5,-3.9,-11.3,13.7,6.5,-1.9,-2.3,18.2,48.7,31.8,41.3,37.2,27.0,36.2,17.1,11.5,40.2,-12.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEGROS ISLAND REGION," 271,549.16 "," 10,737.01 "," 13,188.11 "," 15,551.35 "," 16,673.63 "," 18,460.52 "," 20,429.98 "," 24,421.83 "," 29,198.45 "," 39,429.71 "," 83,458.56 "," 272,073.12 "," 11,276.16 "," 14,590.21 "," 16,766.81 "," 17,990.21 "," 19,518.00 "," 22,072.03 "," 24,805.46 "," 27,346.80 "," 42,169.88 "," 75,537.57 "," 314,461.45 "," 13,188.15 "," 16,173.89 "," 19,531.51 "," 21,383.94 "," 23,182.55 "," 26,083.16 "," 30,395.50 "," 35,622.07 "," 45,193.46 "," 83,707.22 ",0.19,5.02,10.63,7.82,7.90,5.73,8.04,1.57,-6.34,6.95,-9.49,15.58,16.96,10.85,16.49,18.86,18.78,18.17,22.54,30.26,7.17,10.82
Negros Occidental (Excluding City of Bacolod)," 128,424.68 "," 5,884.70 "," 7,243.85 "," 8,226.91 "," 9,036.68 "," 9,505.08 "," 10,573.33 "," 12,018.67 "," 13,575.52 "," 17,653.64 "," 34,706.31 "," 130,457.84 "," 6,677.58 "," 8,332.31 "," 9,264.97 "," 9,745.67 "," 10,147.35 "," 11,594.30 "," 12,082.07 "," 13,542.04 "," 16,041.29 "," 33,030.25 "," 159,884.00 "," 8,220.28 "," 9,444.21 "," 11,233.12 "," 12,195.42 "," 12,262.26 "," 13,293.20 "," 15,598.14 "," 18,074.33 "," 19,030.81 "," 40,532.24 ",1.6,13.5,15.0,12.6,7.9,6.8,9.7,0.5,-0.3,-9.1,-4.8,22.6,23.1,13.3,21.2,25.1,20.8,14.7,29.1,33.5,18.6,22.7
City of Bacolod," 50,096.26 "," 2,138.80 "," 2,541.52 "," 2,928.96 "," 3,493.02 "," 3,735.94 "," 4,083.22 "," 4,316.01 "," 5,816.69 "," 7,189.82 "," 13,852.27 "," 50,466.85 "," 2,357.88 "," 2,837.76 "," 3,380.52 "," 3,789.73 "," 4,044.75 "," 4,342.04 "," 4,925.87 "," 5,593.22 "," 7,476.68 "," 11,718.39 "," 53,993.48 "," 2,789.94 "," 3,579.74 "," 3,946.64 "," 4,123.41 "," 4,880.27 "," 5,058.79 "," 5,351.05 "," 6,656.25 "," 7,417.82 "," 10,189.57 ",0.7,10.2,11.7,15.4,8.5,8.3,6.3,14.1,-3.8,4.0,-15.4,7.0,18.3,26.2,16.8,8.8,20.7,16.5,8.6,19.0,-0.8,-13.1
Negros Oriental," 85,891.23 "," 2,915.12 "," 3,832.43 "," 4,293.19 "," 4,721.96 "," 5,285.69 "," 5,542.01 "," 7,023.01 "," 9,185.05 "," 13,175.97 "," 29,916.81 "," 83,154.45 "," 2,931.94 "," 3,560.31 "," 4,269.61 "," 4,944.54 "," 5,367.79 "," 6,256.54 "," 6,891.79 "," 8,271.67 "," 12,868.05 "," 27,792.20 "," 91,615.23 "," 3,128.59 "," 3,941.65 "," 4,475.40 "," 5,242.66 "," 5,853.05 "," 6,938.09 "," 8,059.10 "," 10,863.66 "," 13,585.14 "," 29,527.88 ",-3.2,0.6,-7.1,-0.6,4.7,1.6,12.9,-1.9,-9.9,-2.3,-7.1,10.2,6.7,10.7,4.8,6.0,9.0,10.9,16.9,31.3,5.6,6.3
Siquijor," 7,136.99 ", 295.60 , 337.89 , 429.89 , 426.14 , 485.13 , 565.30 , 674.13 , 676.41 ," 1,057.02 "," 2,189.47 "," 7,993.97 ", 369.87 , 403.72 , 417.18 , 431.86 , 568.50 , 625.57 , 660.84 , 807.18 ," 1,216.02 "," 2,493.23 "," 8,968.74 ", 428.95 , 445.81 , 506.96 , 557.00 , 562.57 , 733.98 , 788.34 , 940.58 ," 1,094.49 "," 2,910.08 ",12.0,25.1,19.5,-3.0,1.3,17.2,10.7,-2.0,19.3,15.0,13.9,12.2,16.0,10.4,21.5,29.0,-1.0,17.3,19.3,16.5,-10.0,16.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION VII - CENTRAL VISAYAS," 473,544.02 "," 17,947.97 "," 22,854.84 "," 26,231.86 "," 30,194.38 "," 34,215.35 "," 38,950.34 "," 45,201.08 "," 53,244.03 "," 67,774.26 "," 136,929.91 "," 469,990.58 "," 16,510.60 "," 21,841.63 "," 25,224.94 "," 30,877.72 "," 34,441.05 "," 37,884.86 "," 44,235.05 "," 53,563.64 "," 69,649.70 "," 135,761.38 "," 549,456.44 "," 24,813.52 "," 32,032.44 "," 34,609.09 "," 40,130.04 "," 45,389.87 "," 48,961.53 "," 54,611.39 "," 64,962.98 "," 75,310.01 "," 128,635.57 ",-0.75,-8.01,-4.43,-3.84,2.26,0.66,-2.74,-2.14,0.60,2.77,-0.85,16.91,50.29,46.66,37.20,29.96,31.79,29.24,23.46,21.28,8.13,-5.25
Bohol," 90,017.79 "," 3,766.01 "," 4,456.08 "," 5,001.74 "," 5,148.70 "," 5,901.03 "," 7,017.10 "," 8,036.15 "," 9,427.52 "," 13,525.70 "," 27,737.77 "," 79,760.94 "," 2,937.46 "," 3,940.48 "," 4,885.46 "," 4,821.98 "," 5,689.37 "," 6,519.06 "," 6,731.84 "," 8,426.44 "," 12,496.88 "," 23,311.98 "," 97,234.83 "," 4,090.00 "," 5,035.64 "," 6,230.88 "," 6,692.90 "," 7,058.79 "," 7,850.11 "," 9,206.78 "," 10,410.39 "," 13,296.80 "," 27,362.54 ",-11.4,-22.0,-11.6,-2.3,-6.4,-3.6,-7.1,-16.2,-10.6,-7.6,-16.0,21.9,39.2,27.8,27.5,38.8,24.1,20.4,36.8,23.5,6.4,17.4
Cebu (Excluding the Cities of Cebu  Lapu-Lapu and Mandaue)," 201,406.68 "," 8,269.54 "," 10,324.95 "," 11,981.44 "," 13,373.28 "," 16,151.01 "," 16,858.91 "," 20,319.78 "," 21,435.97 "," 28,379.69 "," 54,312.11 "," 212,854.87 "," 7,671.56 "," 9,858.92 "," 11,675.78 "," 12,751.39 "," 15,770.40 "," 16,646.05 "," 18,297.46 "," 23,709.49 "," 30,958.01 "," 65,515.80 "," 249,098.22 "," 12,444.66 "," 15,422.42 "," 16,289.71 "," 18,530.60 "," 20,209.90 "," 23,058.15 "," 23,889.80 "," 27,903.89 "," 32,444.03 "," 58,905.06 ",5.7,-7.2,-4.5,-2.6,-4.7,-2.4,-1.3,-10.0,10.6,9.1,20.6,17.0,62.2,56.4,39.5,45.3,28.2,38.5,30.6,17.7,4.8,-10.1
City of Cebu," 102,182.20 "," 3,525.12 "," 4,597.17 "," 5,233.10 "," 5,918.06 "," 7,241.65 "," 8,137.84 "," 9,662.29 "," 10,773.79 "," 13,372.86 "," 33,720.32 "," 84,729.07 "," 3,869.68 "," 4,800.59 "," 5,968.01 "," 6,091.01 "," 6,724.71 "," 7,768.03 "," 8,429.98 "," 9,997.69 "," 11,231.04 "," 19,848.33 "," 94,112.17 "," 5,092.06 "," 6,096.21 "," 7,198.43 "," 7,572.23 "," 8,169.90 "," 8,819.45 "," 9,753.80 "," 11,227.43 "," 12,124.16 "," 18,058.49 ",-17.1,9.8,4.4,14.0,2.9,-7.1,-4.5,-12.8,-7.2,-16.0,-41.1,11.1,31.6,27.0,20.6,24.3,21.5,13.5,15.7,12.3,8.0,-9.0
City of Lapu-Lapu (Opon)," 42,960.10 "," 1,703.09 "," 2,251.38 "," 2,486.04 "," 3,098.94 "," 3,345.45 "," 3,774.87 "," 4,144.71 "," 4,931.52 "," 6,689.99 "," 10,534.12 "," 51,923.31 "," 1,967.13 "," 2,661.73 "," 3,106.30 "," 3,445.03 "," 3,901.54 "," 4,138.29 "," 4,964.67 "," 5,192.53 "," 7,805.88 "," 14,740.22 "," 56,439.70 "," 2,628.17 "," 3,386.80 "," 4,069.03 "," 4,346.43 "," 4,967.32 "," 5,224.11 "," 6,024.32 "," 6,107.64 "," 7,708.37 "," 11,977.51 ",20.9,15.5,18.2,25.0,11.2,16.6,9.6,19.8,5.3,16.7,39.9,8.7,33.6,27.2,31.0,26.2,27.3,26.2,21.3,17.6,-1.3,-18.7
City of Mandaue ," 36,977.24 "," 1,793.44 "," 2,197.03 "," 2,449.44 "," 2,919.32 "," 3,307.92 "," 3,461.39 "," 3,640.59 "," 4,262.58 "," 4,407.77 "," 8,537.76 "," 40,722.38 "," 1,907.20 "," 2,337.92 "," 2,789.81 "," 2,710.04 "," 3,147.27 "," 3,711.34 "," 4,062.28 "," 4,325.71 "," 5,050.22 "," 10,680.60 "," 52,571.52 "," 2,525.00 "," 3,448.68 "," 3,732.50 "," 4,537.00 "," 4,715.74 "," 4,858.68 "," 5,482.94 "," 6,132.39 "," 6,385.53 "," 10,753.05 ",10.1,6.3,6.4,13.9,-7.2,-4.9,7.2,11.6,1.5,14.6,25.1,29.1,32.4,47.5,33.8,67.4,49.8,30.9,35.0,41.8,26.4,0.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION VIII - EASTERN VISAYAS," 239,889.02 "," 10,200.67 "," 12,400.33 "," 13,613.90 "," 13,924.50 "," 15,952.96 "," 17,891.10 "," 19,195.26 "," 24,117.97 "," 34,986.48 "," 77,605.84 "," 275,375.47 "," 11,411.64 "," 13,998.55 "," 15,513.34 "," 16,855.56 "," 18,193.64 "," 20,321.04 "," 23,033.68 "," 28,324.68 "," 40,231.17 "," 87,492.16 "," 316,881.63 "," 15,196.68 "," 18,095.50 "," 20,014.74 "," 21,421.20 "," 23,317.40 "," 25,100.22 "," 27,301.11 "," 31,691.29 "," 45,653.03 "," 89,090.46 ",14.8,11.9,12.9,14.0,21.1,14.1,13.6,20.0,17.4,15.0,12.7,15.1,33.2,29.3,29.0,27.1,28.2,23.5,18.5,11.9,13.5,1.8
Eastern Samar," 23,139.37 "," 1,082.48 "," 1,274.36 "," 1,372.39 "," 1,516.29 "," 1,731.20 "," 1,707.32 "," 1,812.82 "," 2,379.32 "," 3,192.93 "," 7,070.26 "," 30,737.00 "," 1,302.40 "," 1,453.25 "," 1,607.26 "," 1,747.83 "," 1,981.56 "," 2,126.21 "," 2,531.49 "," 3,162.61 "," 4,975.29 "," 9,849.10 "," 34,088.99 "," 1,728.22 "," 1,993.30 "," 2,246.92 "," 2,341.88 "," 2,319.22 "," 2,653.27 "," 2,840.02 "," 3,408.78 "," 4,733.35 "," 9,824.02 ",32.8,20.3,14.0,17.1,15.3,14.5,24.5,39.6,32.9,55.8,39.3,10.9,32.7,37.2,39.8,34.0,17.0,24.8,12.2,7.8,-4.9,-0.3
